Edad,Sexo,"Nombre del anuncio","Estado de la entrega","Nivel de la entrega",Alcance,Impresiones,Frecuencia,"Configuración de atribución","Tipo de resultado",Resultados,"Importe gastado (USD)","Coste por resultado",Inicio,Fin,"CTR (todos)","CPM (coste por 1000 impresiones)","CPC (Coste por clic en el enlace)","Clics en el enlace",Visualizaciones,"Coste por interacción con la publicación","Tasa de resultados","Clics (todos)","CPC (todos)","Inicio del informe","Fin del informe"
65+,male,"S25 FE - campaña de Interacción",not_delivering,ad,649,1005,1.54853621,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",90,0.58,0.00644444,2025-12-06,2025-12-13,7.1641791,0.57711443,0.0232,25,,0.00644444,8.95522388,72,0.00805556,2025-12-01,2026-01-31
18-24,male,Lifephone,archived,ad,286,363,1.26923077,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.57,0.57,2026-01-24,2026-02-07,1.10192837,1.57024793,,,,0.00890625,0.27548209,4,0.1425,2025-12-01,2026-01-31
65+,unknown,"Reel Redmi Note 15 Pro 5 G",not_delivering,ad,38,104,2.73684211,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,0.57,0.285,2026-01-15,2026-01-29,6.73076923,5.48076923,0.1425,4,,0.0123913,1.92307692,7,0.08142857,2025-12-01,2026-01-31
45-54,female,"Engagement Ad",archived,ad,208,296,1.42307692,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.56,0.56,2026-01-21,2026-01-31,5.74324324,1.89189189,0.056,10,,0.01,0.33783784,17,0.03294118,2025-12-01,2026-01-31
45-54,unknown,"Arizon.ai 03 - Humberto El Redmi Note 15",not_delivering,ad,167,317,1.89820359,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",6,0.55,0.09166667,2026-01-15,2026-01-31,7.2555205,1.73501577,0.05,11,,0.00433071,1.89274448,23,0.02391304,2025-12-01,2026-01-31
65+,male,"Carrusel de nintendo - campaña de Interacción",not_delivering,ad,320,551,1.721875,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",64,0.55,0.00859375,2025-12-15,2025-12-24,8.34845735,0.99818512,0.11,5,,0.00859375,11.61524501,46,0.01195652,2025-12-01,2026-01-31
65+,female,"Lista Precios 20/01/2026",archived,ad,92,142,1.54347826,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.55,0.55,2026-01-21,2026-01-31,11.26760563,3.87323944,0.05,11,,0.01018519,0.70422535,16,0.034375,2025-12-01,2026-01-31
55-64,male,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,1299,1611,1.24018476,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",62,0.55,0.00887097,2025-11-20,"En curso",4.22098076,0.34140286,0.02115385,26,,0.00887097,3.84854128,68,0.00808824,2025-12-01,2026-01-31
65+,male,Lifephone,archived,ad,89,115,1.29213483,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.55,0.55,2026-01-24,2026-02-07,5.2173913,4.7826087,0.1375,4,,0.00948276,0.86956522,6,0.09166667,2025-12-01,2026-01-31
18-24,female,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,704,923,1.31107955,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",49,0.55,0.01122449,2025-11-20,"En curso",4.87540628,0.59588299,0.18333333,3,,0.01122449,5.30877573,45,0.01222222,2025-12-01,2026-01-31
65+,male,"REDMI PAD 2 PRO - campaña de Interacción",not_delivering,ad,418,645,1.5430622,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",65,0.54,0.00830769,2025-12-18,2025-12-25,6.66666667,0.8372093,0.04909091,11,,0.00830769,10.07751938,43,0.01255814,2025-12-01,2026-01-31
18-24,female,"Redmi PAD 2 PRO -campaña de Interacción",not_delivering,ad,9975,12063,1.20932331,"7 días después del clic o 1 día después de la visualización",ThruPlay,799,0.54,0.00067584,2026-01-07,2026-01-14,1.16886347,0.04476498,0.01588235,34,,0.00017946,6.62355965,141,0.00382979,2025-12-01,2026-01-31
55-64,female,"wafflera portátil SOKANY",archived,ad,92,119,1.29347826,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.54,0.54,2026-01-24,2026-01-31,3.36134454,4.53781513,0.54,1,,0.012,0.84033613,4,0.135,2025-12-01,2026-01-31
65+,male,"iPhones carusel campaña de Interacción",not_delivering,ad,679,1057,1.55670103,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",80,0.53,0.006625,2025-12-27,2026-01-06,4.63576159,0.50141911,0.106,5,,0.006625,7.56859035,49,0.01081633,2025-12-01,2026-01-31
65+,female,"Arizon.ai 05 Samsung Galaxy a25 post",not_delivering,ad,258,321,1.24418605,"7 días después del clic o 1 día después de la visualización",,,0.53,,2026-01-15,2026-01-22,1.24610592,1.65109034,,,,0.1325,,4,0.1325,2025-12-01,2026-01-31
35-44,female,"JBL Tour Pro 4",archived,ad,187,237,1.26737968,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.53,0.53,2026-01-24,2026-01-31,2.53164557,2.23628692,0.265,2,,0.0080303,0.42194093,6,0.08833333,2025-12-01,2026-01-31
55-64,female,"Lista 15/01 Arizon.ai - Ad Solo instagram",inactive,ad,255,364,1.42745098,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,0.53,0.265,2026-01-15,2026-01-22,5.76923077,1.45604396,0.053,10,,0.00630952,0.54945055,21,0.0252381,2025-12-01,2026-01-31
55-64,female,Lifephone,archived,ad,75,99,1.32,"7 días después del clic o 1 día después de la visualización",,,0.53,,2026-01-24,2026-02-07,5.05050505,5.35353535,0.265,2,,0.01104167,,5,0.106,2025-12-01,2026-01-31
55-64,male,"JBL Tour Pro 4",archived,ad,118,151,1.27966102,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.53,0.53,2026-01-24,2026-01-31,7.28476821,3.50993377,0.17666667,3,,0.00791045,0.66225166,11,0.04818182,2025-12-01,2026-01-31
65+,female,"Carrusel Poco M8 5G",not_delivering,ad,115,275,2.39130435,"7 días después del clic o 1 día después de la visualización",,,0.53,,2026-01-19,2026-01-26,1.45454545,1.92727273,0.17666667,3,,0.0112766,,4,0.1325,2025-12-01,2026-01-31
18-24,female,Lifephone,archived,ad,141,188,1.33333333,"7 días después del clic o 1 día después de la visualización",,,0.52,,2026-01-24,2026-02-07,5.31914894,2.76595745,0.26,2,,0.01181818,,10,0.052,2025-12-01,2026-01-31
65+,female,"Promocion Xiaomi Mi Post",not_delivering,ad,61,120,1.96721311,"7 días después del clic o 1 día después de la visualización",,,0.52,,2026-01-22,2026-01-29,7.5,4.33333333,0.17333333,3,,0.0104,,9,0.05777778,2025-12-01,2026-01-31
55-64,female,"Xiaomi Redmi Note 15 Pro",active,ad,63,106,1.68253968,"7 días después del clic o 1 día después de la visualización",,,0.5,,2026-01-27,2026-02-07,8.49056604,4.71698113,0.125,4,,0.03333333,,9,0.05555556,2025-12-01,2026-01-31
45-54,female,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,605,718,1.18677686,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",37,0.49,0.01324324,2025-11-20,"En curso",5.29247911,0.68245125,0.06125,8,,0.01324324,5.15320334,38,0.01289474,2025-12-01,2026-01-31
55-64,female,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,469,575,1.22601279,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",24,0.49,0.02041667,2025-12-20,"En curso",4,0.85217391,0.02130435,23,,0.0196,4.17391304,23,0.02130435,2025-12-01,2026-01-31
55-64,male,"Poco M8",not_delivering,ad,58,84,1.44827586,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.49,0.49,2026-01-24,2026-01-31,4.76190476,5.83333333,0.245,2,,0.01441176,1.19047619,4,0.1225,2025-12-01,2026-01-31
45-54,female,"Carrusel iPhones 31 dic - campaña de Interacción",not_delivering,ad,898,1092,1.21603563,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",99,0.47,0.00474747,2026-01-02,2026-01-09,3.84615385,0.43040293,0.094,5,,0.00474747,9.06593407,42,0.01119048,2025-12-01,2026-01-31
45-54,male,"TV Hisense TCL",archived,ad,261,335,1.2835249,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.47,0.47,2026-01-24,2026-01-31,6.26865672,1.40298507,0.05875,8,,0.00423423,0.29850746,21,0.02238095,2025-12-01,2026-01-31
55-64,female,"Huawei Watch GT6",active,ad,163,250,1.53374233,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.47,0.47,2026-01-28,2026-02-04,2.8,1.88,0.235,2,,0.01807692,0.4,7,0.06714286,2025-12-01,2026-01-31
55-64,male,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,468,562,1.2008547,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",30,0.46,0.01533333,2025-12-20,"En curso",6.40569395,0.81850534,0.01586207,29,,0.01533333,5.33807829,36,0.01277778,2025-12-01,2026-01-31
65+,male,"Nintendo Switch - campaña de Interacción",not_delivering,ad,309,496,1.60517799,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",62,0.46,0.00741935,2025-12-11,2025-12-18,8.26612903,0.92741935,0.15333333,3,,0.00741935,12.5,41,0.01121951,2025-12-01,2026-01-31
65+,female,"Poco F8 Pro",not_delivering,ad,74,110,1.48648649,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,0.46,0.23,2026-01-24,2026-01-31,6.36363636,4.18181818,0.07666667,6,,0.01045455,1.81818182,7,0.06571429,2025-12-01,2026-01-31
65+,male,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,773,970,1.25485123,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",48,0.46,0.00958333,2025-11-20,"En curso",5.77319588,0.4742268,0.01586207,29,,0.00958333,4.94845361,56,0.00821429,2025-12-01,2026-01-31
65+,female,"Nubia Neo 3",active,ad,81,121,1.49382716,"7 días después del clic o 1 día después de la visualización",,,0.45,,2026-01-28,2026-02-04,4.1322314,3.71900826,0.15,3,,0.01153846,,5,0.09,2025-12-01,2026-01-31
25-34,male,"Galaxy S25 Ultra",archived,ad,319,418,1.31034483,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,0.45,0.225,2026-01-24,2026-01-31,4.54545455,1.07655502,0.15,3,,0.00381356,0.4784689,19,0.02368421,2025-12-01,2026-01-31
65+,male,"iPhone 17 Pro Max BLANCO - campaña de Interacción",not_delivering,ad,947,1463,1.54487856,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",98,0.45,0.00459184,2026-01-04,2026-01-11,4.9213944,0.30758715,0.05,9,,0.00459184,6.69856459,72,0.00625,2025-12-01,2026-01-31
35-44,female,"top telefonos mas vendidos 2025 - campaña de Interacción",not_delivering,ad,810,987,1.21851852,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",86,0.45,0.00523256,2026-01-02,"En curso",8.61195542,0.45592705,0.225,2,,0.00523256,8.71327254,85,0.00529412,2025-12-01,2026-01-31
35-44,male,"top telefonos mas vendidos 2025 - campaña de Interacción",not_delivering,ad,1119,1374,1.22788204,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",121,0.45,0.00371901,2026-01-02,"En curso",8.51528384,0.32751092,0.05,9,,0.00371901,8.80640466,117,0.00384615,2025-12-01,2026-01-31
25-34,female,"Video Humberto LOGIC G1L - campaña de Interacción",not_delivering,ad,5085,5821,1.14473943,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2905,0.45,0.00015491,2025-12-26,2026-01-02,2.97199794,0.0773063,0.015,30,,0.00015491,49.90551452,173,0.00260116,2025-12-01,2026-01-31
45-54,male,"Carrusel iPhones 31 dic - campaña de Interacción",not_delivering,ad,843,1086,1.28825623,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",118,0.44,0.00372881,2026-01-02,2026-01-09,4.14364641,0.40515654,0.055,8,,0.00372881,10.86556169,45,0.00977778,2025-12-01,2026-01-31
18-24,female,"Nubia Neo 3",active,ad,436,591,1.35550459,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",5,0.44,0.088,2026-01-28,2026-02-04,2.53807107,0.74450085,0.03666667,12,,0.00254335,0.84602369,15,0.02933333,2025-12-01,2026-01-31
55-64,male,"TV Hisense TCL",archived,ad,151,189,1.25165563,"7 días después del clic o 1 día después de la visualización",,,0.44,,2026-01-24,2026-01-31,4.76190476,2.32804233,0.44,1,,0.00647059,,9,0.04888889,2025-12-01,2026-01-31
65+,female,"Carrusel Redmi Note 15 Pro +5g",not_delivering,ad,83,192,2.31325301,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.43,0.43,2026-01-19,2026-01-26,10.9375,2.23958333,0.03583333,12,,0.00597222,0.52083333,21,0.02047619,2025-12-01,2026-01-31
65+,male,"Carusel Galaxy A56 - campaña de Interacción",not_delivering,ad,1595,2485,1.55799373,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",109,0.43,0.00394495,2025-12-26,2026-01-02,5.03018109,0.17303823,0.00781818,55,,0.00394495,4.38631791,125,0.00344,2025-12-01,2026-01-31
25-34,female,"TV Hisense TCL",archived,ad,222,285,1.28378378,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.42,0.42,2026-01-24,2026-01-31,4.9122807,1.47368421,0.14,3,,0.00736842,0.35087719,14,0.03,2025-12-01,2026-01-31
65+,female,"Galaxy A56 5G",active,ad,81,181,2.2345679,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,0.42,0.21,2026-01-25,2026-02-01,7.73480663,2.32044199,0.07,6,,0.028,1.10497238,14,0.03,2025-12-01,2026-01-31
45-54,female,"wafflera portátil SOKANY",archived,ad,121,157,1.29752066,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",3,0.42,0.14,2026-01-24,2026-01-31,4.45859873,2.67515924,0.105,4,,0.007,1.91082803,7,0.06,2025-12-01,2026-01-31
55-64,male,"Cubott king kong X PRO -  campaña de Interacción",not_delivering,ad,1086,1487,1.36924494,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",130,0.41,0.00315385,2026-01-02,2026-01-09,4.5729657,0.27572293,0.025625,16,,0.00315385,8.74243443,68,0.00602941,2025-12-01,2026-01-31
55-64,male,"Promos samsung - campaña de Interacción",not_delivering,ad,733,990,1.35061392,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",97,0.41,0.0042268,2026-01-13,2026-01-20,5.75757576,0.41414141,0.041,10,,0.0042268,9.7979798,57,0.00719298,2025-12-01,2026-01-31
65+,female,"Video Humberto LOGIC G1L - campaña de Interacción",not_delivering,ad,3177,3555,1.11898017,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2500,0.4,0.00016,2025-12-26,2026-01-02,1.80028129,0.11251758,0.03076923,13,,0.00016,70.32348805,64,0.00625,2025-12-01,2026-01-31
25-34,female,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,782,992,1.2685422,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",33,0.39,0.01181818,2025-11-20,"En curso",3.72983871,0.39314516,0.078,5,,0.01181818,3.3266129,37,0.01054054,2025-12-01,2026-01-31
18-24,male,"JBL Tour Pro 4",archived,ad,269,343,1.27509294,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.38,0.38,2026-01-24,2026-01-31,3.20699708,1.10787172,0.095,4,,0.00584615,0.29154519,11,0.03454545,2025-12-01,2026-01-31
65+,female,"Skullcandy Kilo",not_delivering,ad,58,100,1.72413793,"7 días después del clic o 1 día después de la visualización",,,0.38,,2026-01-24,2026-01-31,10,3.8,0.04222222,9,,0.00883721,,10,0.038,2025-12-01,2026-01-31
35-44,female,"Galaxy S25 Ultra",archived,ad,145,180,1.24137931,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,0.38,0.19,2026-01-24,2026-01-31,5,2.11111111,0.12666667,3,,0.00575758,1.11111111,9,0.04222222,2025-12-01,2026-01-31
45-54,male,"top telefonos mas vendidos 2025 - campaña de Interacción",not_delivering,ad,770,985,1.27922078,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",98,0.37,0.00377551,2026-01-02,"En curso",10.25380711,0.37563452,0.04111111,9,,0.00377551,9.94923858,101,0.00366337,2025-12-01,2026-01-31
65+,female,"Promos xiaomi - campaña de Interacción",not_delivering,ad,471,657,1.39490446,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",97,0.37,0.00381443,2026-01-13,2026-01-20,8.82800609,0.56316591,0.02642857,14,,0.00381443,14.76407915,58,0.00637931,2025-12-01,2026-01-31
55-64,female,"Personal guarenas - campaña de Interacción MENSAJES",not_delivering,ad,150,227,1.51333333,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",3,0.37,0.12333333,2025-12-15,2025-12-17,2.64317181,1.62995595,0.12333333,3,,0.037,1.3215859,6,0.06166667,2025-12-01,2026-01-31
